uid;source;target;weight;timestamp
1745;PROPFIND,/lobcder/dav/aneurysm;PROPFIND,/lobcder/dav/aneurysm/aneurist;22;2013-12-16 11:40:19
1748;PROPFIND,/lobcder/dav/deb_test;GET,/lobcder/dav/deb_test/FEM.vtk;6;2014-01-03 09:48:43
1750;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/mesh;5;2013-11-18 17:44:21
1752;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/vtk;6;2013-12-28 18:55:12
1754;PROPFIND,/lobcder/dav/vtk;PROPFIND,/lobcder/dav;17;2014-01-13 17:49:27
1773;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/ARTreat;5;2013-11-18 18:13:15
1783;PROPFIND,/lobcder/dav/aneurysm/aneurist;PROPFIND,/lobcder/dav/kstyrc;5;2013-11-27 23:25:21
1784;PROPFIND,/lobcder/dav/kstyrc;PROPFIND,/lobcder/dav/kstyrc/kstyrc-subdir;18;2013-12-16 11:40:21
1785;PROPFIND,/lobcder/dav/kstyrc/kstyrc-subdir;PROPFIND,/lobcder/dav/ARTreat;5;2013-11-27 23:25:22
1786;PROPFIND,/lobcder/dav/ARTreat;PROPFIND,/lobcder/dav/ARTreat/Case%201A;5;2013-11-27 23:25:22
1787;PROPFIND,/lobcder/dav/ARTreat/Case%201A;PROPFIND,/lobcder/dav/ARTreat/Case%201B;5;2013-11-27 23:25:22
1788;PROPFIND,/lobcder/dav/ARTreat/Case%201B;PROPFIND,/lobcder/dav/ARTreat/Case%202B;5;2013-11-27 23:25:22
1789;PROPFIND,/lobcder/dav/ARTreat/Case%202B;PROPFIND,/lobcder/dav/ARTreat/Case%203A;5;2013-11-27 23:25:22
1790;PROPFIND,/lobcder/dav/ARTreat/Case%203A;PROPFIND,/lobcder/dav/ARTreat/Case%203B;5;2013-11-27 23:25:22
1791;PROPFIND,/lobcder/dav/ARTreat/Case%203B;PROPFIND,/lobcder/dav/ARTreat/Case%204A;5;2013-11-27 23:25:23
1792;PROPFIND,/lobcder/dav/ARTreat/Case%204A;PROPFIND,/lobcder/dav/ARTreat/Case%204B;5;2013-11-27 23:25:23
1793;PROPFIND,/lobcder/dav/ARTreat/Case%204B;PROPFIND,/lobcder/dav/ARTreat/Case%205A;5;2013-11-27 23:25:23
1794;PROPFIND,/lobcder/dav/ARTreat/Case%205A;PROPFIND,/lobcder/dav/ARTreat/Case%205B;5;2013-11-27 23:25:23
1795;PROPFIND,/lobcder/dav/ARTreat/Case%205B;PROPFIND,/lobcder/dav/ARTreat/Case%206A;5;2013-11-27 23:25:23
1796;PROPFIND,/lobcder/dav/ARTreat/Case%206A;PROPFIND,/lobcder/dav/ARTreat/Case%206B;5;2013-11-27 23:25:24
1797;PROPFIND,/lobcder/dav/ARTreat/Case%206B;PROPFIND,/lobcder/dav/ARTreat/Case%207;5;2013-11-27 23:25:24
1798;PROPFIND,/lobcder/dav/ARTreat/Case%207;PROPFIND,/lobcder/dav/ARTreat/Case%208A;5;2013-11-27 23:25:24
1799;PROPFIND,/lobcder/dav/ARTreat/Case%208A;PROPFIND,/lobcder/dav/ARTreat/Case%208B;5;2013-11-27 23:25:24
1800;PROPFIND,/lobcder/dav/ARTreat/Case%208B;PROPFIND,/lobcder/dav/ARTreat/Case%209;5;2013-11-27 23:25:24
1801;PROPFIND,/lobcder/dav/ARTreat/Case%209;PROPFIND,/lobcder/dav/ARTreat/Case%2010;5;2013-11-27 23:25:24
1802;PROPFIND,/lobcder/dav/ARTreat/Case%2010;PROPFIND,/lobcder/dav/ARTreat/Case%2011;5;2013-11-27 23:25:25
1803;PROPFIND,/lobcder/dav/ARTreat/Case%2011;PROPFIND,/lobcder/dav/ARTreat/Case%2012;5;2013-11-27 23:25:25
1804;PROPFIND,/lobcder/dav/ARTreat/Case%2012;PROPFIND,/lobcder/dav/ARTreat/Case%2013A;5;2013-11-27 23:25:25
1805;PROPFIND,/lobcder/dav/ARTreat/Case%2013A;PROPFIND,/lobcder/dav/ARTreat/Case%2013B;5;2013-11-27 23:25:25
1806;PROPFIND,/lobcder/dav/ARTreat/Case%2013B;PROPFIND,/lobcder/dav/ARTreat/Case%2013C;5;2013-11-27 23:25:25
1808;PROPFIND,/lobcder/dav/skoulouz/Documents;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets;16;2013-12-16 11:40:25
1809;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public;14;2013-12-16 11:40:25
1810;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI;16;2013-12-16 11:40:25
1811;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221;16;2013-12-16 11:40:25
1812;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221/2.16.124.113543.6003.2724626544.33753.17207.662539691;16;2013-12-16 11:40:25
1813;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221/2.16.124.113543.6003.2724626544.33753.17207.662539691;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221/2.16.124.113543.6003.2724626544.33753.17207.662539691/000001;16;2013-12-16 11:40:25
1814;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/NBIA_public/NCRI/ASP221/2.16.124.113543.6003.2724626544.33753.17207.662539691/000001;PROPFIND,/lobcder/dav/skoulouz/Documents/datasets/BodyParts3D_2.0_obj_99_VTK;14;2013-12-16 11:40:26
1816;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users/data;16;2013-12-16 11:40:22
1817;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users/data;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users/gnuplot_scripts;16;2013-12-16 11:40:22
1818;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users/gnuplot_scripts;PROPFIND,/lobcder/dav/skoulouz/16workers_600k_1024Users/images;17;2013-12-16 11:40:23
1821;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2/data;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2/gnuplot_scripts;16;2013-12-16 11:40:24
1824;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users/images;15;2013-12-16 11:40:23
1825;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users/images;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users/data;15;2013-12-16 11:40:23
1826;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users/data;PROPFIND,/lobcder/dav/skoulouz/1workers_600k_1024Users/gnuplot_scripts;17;2013-12-16 11:40:24
1828;PROPFIND,/lobcder/dav/STH;PROPFIND,/lobcder/dav/STH/ReviewDemo;18;2013-12-23 15:45:13
1829;PROPFIND,/lobcder/dav/STH/ReviewDemo;PROPFIND,/lobcder/dav/STH/STHAneuristImages;18;2013-12-16 11:40:27
1830;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97682511838150.5476581463/1.4.0.8.3.140742.2580222981.97682511838150.5476583463.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683197885025.6305580318;17;2013-12-16 11:40:29
1831;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683197885025.6305580318;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683197885025.6305580318/1.4.0.8.3.140742.2580222981.97683197885025.6305582318.1;17;2013-12-16 11:40:30
1832;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683197885025.6305580318/1.4.0.8.3.140742.2580222981.97683197885025.6305582318.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683366931901.333088006;17;2013-12-16 11:40:30
1833;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683366931901.333088006;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683366931901.333088006/1.4.0.8.3.140742.2580222981.97683366931901.333097006.1;17;2013-12-16 11:40:31
1834;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683366931901.333088006/1.4.0.8.3.140742.2580222981.97683366931901.333097006.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683550244400.5841096104;17;2013-12-16 11:40:32
1835;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683550244400.5841096104;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683550244400.5841096104/1.4.0.8.3.140742.2580222981.97683550244400.5841098104.1;16;2013-12-16 11:40:32
1836;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222981.97683550244400.5841096104/1.4.0.8.3.140742.2580222981.97683550244400.5841098104.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456977878542.375997305;17;2013-12-16 11:40:33
1837;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456977878542.375997305;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456977878542.375997305/1.4.0.8.3.140742.3927523122.96456977878542.376006305.1;17;2013-12-16 11:40:33
1838;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456977878542.375997305/1.4.0.8.3.140742.3927523122.96456977878542.376006305.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456907272294.5588117432;17;2013-12-16 11:40:34
1839;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456907272294.5588117432;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456907272294.5588117432/1.4.0.8.3.140742.3927523122.96456907272294.5588119432.1;17;2013-12-16 11:40:34
1840;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.3927523122.96456907272294.5588117432/1.4.0.8.3.140742.3927523122.96456907272294.5588119432.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954595291275.6225451244;17;2013-12-16 11:40:35
1841;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954595291275.6225451244;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954595291275.6225451244/1.4.0.8.3.140742.2580222982.14954595291275.6225453244.1;17;2013-12-16 11:40:36
1842;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954595291275.6225451244/1.4.0.8.3.140742.2580222982.14954595291275.6225453244.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954326510026.354135232;17;2013-12-16 11:40:36
1843;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954326510026.354135232;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954326510026.354135232/1.4.0.8.3.140742.2580222982.14954326510026.354144232.1;17;2013-12-16 11:40:37
1844;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954326510026.354135232/1.4.0.8.3.140742.2580222982.14954326510026.354144232.1;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954057072525.5731148696;17;2013-12-16 11:40:37
1845;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954057072525.5731148696;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954057072525.5731148696/1.4.0.8.3.140742.2580222982.14954057072525.5731150696.1;17;2013-12-16 11:40:38
1846;PROPFIND,/lobcder/dav/STH/STHAneuristImages/1.4.0.8.3.140742.2580222982.14954057072525.5731148696/1.4.0.8.3.140742.2580222982.14954057072525.5731150696.1;PROPFIND,/lobcder/dav/DRS%20Rulesets;5;2013-11-27 23:25:56
1847;PROPFIND,/lobcder/dav/pn_test;PROPFIND,/lobcder/dav/Literature%20Mining%20Abstracts;9;2013-11-27 23:25:56
1851;PROPFIND,/lobcder/dav/mesh;PROPFIND,/lobcder/dav/abtest;8;2013-11-27 23:25:57
1852;PROPFIND,/lobcder/dav/abtest;PROPFIND,/lobcder/dav/dare;8;2013-11-27 23:25:58
1859;PROPFIND,/lobcder/dav/.Trash-1000/files;PROPFIND,/lobcder/dav/skoulouz;6;2013-10-15 23:41:45
1868;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;12;2013-10-10 16:06:53
1869;LOCK,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;16;2013-10-10 16:07:13
1870;PUT,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;16;2013-10-10 16:07:13
1871;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;PROPFIND,/lobcder/dav;14;2013-10-10 16:06:53
1873;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381413683.18.log;5;2013-10-10 16:07:13
1877;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;13;2013-10-10 16:25:24
1878;LOCK,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;20;2013-10-10 16:25:50
1879;PUT,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;18;2013-10-10 16:25:50
1880;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381414799.14.log;PROPFIND,/lobcder/dav;17;2013-10-10 16:27:03
1886;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;895;2013-10-10 22:25:54
1887;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;17;2013-10-10 16:55:15
1888;PUT,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;17;2013-10-10 16:55:15
1889;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PROPFIND,/lobcder/dav;14;2013-10-10 16:55:03
1891;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;91;2013-10-10 22:21:50
1896;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PROPFIND,/lobcder/dav/dare/pocAS;51;2013-10-10 22:20:49
1898;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PROPFIND,/lobcder/dav;10;2013-10-10 21:24:34
1899;LOCK,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;911;2013-10-10 22:26:14
1900;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;PROPFIND,/lobcder/dav;924;2013-10-10 22:26:12
1903;PROPFIND,/lobcder/dav/dare/pocAS;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381416566.12.log;14;2013-10-10 22:10:39
1913;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav;57;2013-12-13 10:20:10
1917;COPY,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;OPTIONS,/lobcder/dav;51;2014-01-15 18:07:33
1960;PROPFIND,/lobcder/dav/dare/pocAS/testRun;PROPFIND,/lobcder/dav/dare/pocAS/testRun/131010;17;2013-12-16 11:40:20
1997;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;97;2013-10-11 18:10:45
1999;LOCK,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;117;2013-10-11 18:10:45
2000;PUT,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;114;2013-10-11 18:10:46
2002;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;PROPFIND,/lobcder/dav;109;2013-10-11 18:12:24
2003;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381505554.91.log;16;2013-10-11 18:06:05
2036;GET,/lobcder/dav/skoulouz/cumulativeDataTransfers.png;PROPFIND,/lobcder/dav;5;2013-11-05 11:24:58
2053;DELETE,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav/aneurist;6;2013-10-30 14:19:32
2054;PROPFIND,/lobcder/dav/aneurist;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.gmi;48;2013-12-13 10:18:50
2055;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.gmi;GET,/lobcder/dav/aneurist/RingCut_outputSurfaceMesh.vtk;52;2014-01-14 15:55:53
2060;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;28;2013-10-14 12:48:28
2061;LOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;70;2013-10-14 12:48:28
2062;PUT,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;67;2013-10-14 12:48:29
2063;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;PROPFIND,/lobcder/dav;39;2013-10-14 12:48:47
2064;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;37;2013-10-14 12:48:08
2065;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;PROPFIND,/lobcder/dav/aneurist;10;2013-10-14 12:48:25
2068;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381746144.9.log;OPTIONS,/lobcder/dav;5;2013-10-14 12:47:40
2075;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;PROPFIND,/lobcder/dav;22;2013-12-13 10:40:13
2113;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;444;2013-10-14 18:18:25
2114;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;532;2013-10-14 15:59:25
2115;PUT,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;510;2013-10-14 15:59:26
2117;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;479;2013-10-14 18:17:44
2118;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav;450;2013-10-14 15:59:45
2120;PUT,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;35;2013-10-14 15:54:01
2121;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;OPTIONS,/lobcder/dav;12;2013-10-14 15:52:18
2125;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav;9;2013-10-14 18:08:16
2126;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav/aneurist;20;2013-10-14 15:12:24
2128;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;15;2013-10-14 15:44:12
2131;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav/dare/pocAS;40;2013-10-14 17:35:48
2132;PROPFIND,/lobcder/dav/dare/pocAS;PUT,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;15;2013-10-14 15:53:40
2136;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2/images;15;2013-12-16 11:40:24
2137;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2/images;PROPFIND,/lobcder/dav/skoulouz/20130715-2036-1024Users_2/data;15;2013-12-16 11:40:24
2163;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;7;2013-10-30 12:49:50
2169;LOCK,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;395;2013-10-14 18:18:25
2170;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav;363;2013-10-14 18:18:24
2173;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;PROPFIND,/lobcder/dav/aneurist;11;2013-10-14 17:41:34
2176;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;OPTIONS,/lobcder/dav;10;2013-10-14 17:45:37
2177;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;PUT,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;40;2013-12-02 15:30:08
2178;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.gmi;LOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;26;2013-11-21 15:23:10
2217;PROPFIND,/lobcder/dav/dare/pocAS;PROPFIND,/lobcder/dav/dare/pocAS/hippo.1381748642.46.log;7;2013-10-14 17:35:48
2218;PROPFIND,/lobcder/dav;LOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;7;2013-11-03 18:32:04
2219;LOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;PUT,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;40;2014-01-14 16:58:47
2220;PUT,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;UNLOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;42;2014-01-14 16:58:47
2221;UNLOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;LOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;42;2014-01-14 16:58:47
2222;LOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PUT,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;45;2014-01-14 16:58:47
2223;PUT,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;UNLOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;45;2014-01-14 16:58:47
2224;UNLOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;PROPFIND,/lobcder/dav;14;2014-01-14 17:01:52
2244;PROPFIND,/lobcder/dav/aneurist;LOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.gmi;37;2014-01-14 16:58:47
2245;UNLOCK,/lobcder/dav/aneurist/NeckSelection_outputSurfaceMesh.vtk;OPTIONS,/lobcder/dav;16;2013-12-13 12:06:37
2265;UNLOCK,/lobcder/dav/aneurist/Geometry%20Descriptors_OutputDescriptors.xml;OPTIONS,/lobcder/dav;13;2013-12-11 14:18:34
2553;DELETE,/lobcder/dav/testTxtFileName.txt;PUT,/lobcder/dav/testFileName1.txt;10;2014-01-14 14:10:40
2554;PUT,/lobcder/dav/testFileName1.txt;DELETE,/lobcder/dav/testFileName1.txt;13;2014-01-14 14:10:59
2555;GET,/lobcder/dav/testFileName1.txt;MKCOL,/lobcder/dav/testResourceId;10;2014-01-14 14:10:59
2556;MKCOL,/lobcder/dav/testResourceId;COPY,/lobcder/dav/testFileName1.txt;10;2014-01-14 14:10:59
2557;COPY,/lobcder/dav/testFileName1.txt;COPY,/lobcder/dav/testFileName1.txt;10;2014-01-14 14:10:59
2558;COPY,/lobcder/dav/testFileName1.txt;GET,/lobcder/dav/testResourceId/testFileName1.txt;10;2014-01-14 14:10:59
2559;GET,/lobcder/dav/testResourceId/testFileName1.txt;GET,/lobcder/dav/testResourceId/testFileName1.txt;10;2014-01-14 14:10:59
2560;GET,/lobcder/dav/testResourceId/testFileName1.txt;DELETE,/lobcder/dav/testResourceId;10;2014-01-14 14:10:59
2561;DELETE,/lobcder/dav/testResourceId;DELETE,/lobcder/dav/testFileName1.txt;10;2014-01-14 14:11:00
2574;DELETE,/lobcder/dav/testCollection;PUT,/lobcder/dav/testCollection/file1;7;2014-01-14 14:11:53
2575;PUT,/lobcder/dav/testCollection/file1;PROPFIND,/lobcder/dav/testCollection/file1;7;2014-01-14 14:12:08
2576;PROPFIND,/lobcder/dav/testCollection/file1;PROPFIND,/lobcder/dav/testCollection/file1;7;2014-01-14 14:12:08
2577;PROPFIND,/lobcder/dav/testCollection/file1;GET,/lobcder/dav/testCollection/file1;6;2014-01-14 14:12:08
2611;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/kstyrc;5;2014-01-09 00:56:43
2624;PROPFIND,/lobcder/dav/1154483b-3216-4fb4-bd52-c04df2754801;PROPFIND,/lobcder/dav;8;2013-10-16 10:29:24
2625;PROPFIND,/lobcder/dav;PROPFIND,/lobcder/dav/1154483b-3216-4fb4-bd52-c04df2754801;11;2013-10-16 10:29:24
2640;PROPFIND,/lobcder/dav/1154483b-3216-4fb4-bd52-c04df2754801;PROPFIND,/lobcder/dav/1154483b-3216-4fb4-bd52-c04df2754801;5;2013-10-16 10:29:14
2659;PROPFIND,/lobcder/dav/dare;LOCK,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;385;2013-10-16 14:06:52
2660;LOCK,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;PUT,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;383;2013-10-16 13:00:52
2661;PUT,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;362;2013-10-16 13:00:52
2662;UNLOCK,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;PROPFIND,/lobcder/dav;333;2013-10-16 13:01:12
2674;PROPFIND,/lobcder/dav/dare/pocAS;LOCK,/lobcder/dav/dare/pocAS/hippo.1381913551.56.log;172;2013-10-16 14:01:48
